,Unnamed: 0,election_date,state,county_name,jurisdiction,jurisdiction_type,precinct_id,precinct_name,polling_place_id,location_type,name,address,notes,source,source_date,source_notes,StreetAddress,City,State,ZipCode,category,NonReligious,ReligiousBuilding,BuildingType,Latitude,Longitude
287,287,11/3/2020,IA,Clay,Clay,county,SP5,Spencer Ward 5,0,election_day,CLAY REG EVENT CTR 5,"800 W 18TH ST, SPENCER, IA 51301",0,ORR,10/9/2020,0,800 W 18TH ST,SPENCER,IA,51301,NonReligious,1,0,NonReligious,43.15552689,-95.15994544
288,288,11/3/2020,IA,Clay,Clay,county,SRSM,Summit/Riverton/Sioux/Meadow,0,election_day,CLAY REG EVENT CTR 6,"800 W 18TH ST, SPENCER, IA 51301",0,ORR,10/9/2020,0,800 W 18TH ST,SPENCER,IA,51301,NonReligious,1,0,NonReligious,43.15552689,-95.15994544
289,289,11/3/2020,IA,Clay,Clay,county,WFLT,Waterford/Lone Tree,0,election_day,HAP KETELSEN COMM CNTR-EVERLY,"203 N MAIN ST, EVERLY, IA 51338",0,ORR,10/9/2020,0,203 N MAIN ST,EVERLY,IA,51338,NonReligious,1,0,NonReligious,43.1596355,-95.3273774
290,290,11/3/2020,IA,Clayton,Clayton,county,BM-HI,Boardman-Highland,0,election_day,CENTRAL STATE BANK COMMUNITY ROOM,"200 N MAIN ST, ELKADER, IA 52043",0,ORR,10/9/2020,0,200 N MAIN ST,ELKADER,IA,52043,NonReligious,1,0,NonReligious,42.8553116,-91.40518835
291,291,11/3/2020,IA,Clayton,Clayton,county,BV,Buena Vista,0,election_day,IC PARISH HALL,"218 MAIN ST, NORTH BUENA VISTA, IA 52066",0,ORR,10/9/2020,0,218 MAIN ST,NORTH BUENA VISTA,IA,52066,ReligiousBuilding,0,1,Religious,42.68252677,-90.95289177
292,292,11/3/2020,IA,Clayton,Clayton,county,CC-SY,Cox Creek-Sperry,0,election_day,ST PAULS FELLOWSHIP HALL,"700 WASHINGTON ST, VOLGA, IA 52077",0,ORR,10/9/2020,0,700 WASHINGTON ST,VOLGA,IA,52077,NonReligious,1,0,NonReligious,42.80060192,-91.54108475
293,293,11/3/2020,IA,Clayton,Clayton,county,CL-GV,Clayton-Garnavillo,0,election_day,GARNAVILLO COMMUNITY BUILDING,"106 W NIAGARA ST, GARNAVILLO, IA 52049",0,ORR,10/9/2020,0,106 W NIAGARA ST,GARNAVILLO,IA,52049,NonReligious,1,0,NonReligious,42.86735672,-91.23650044
294,294,11/3/2020,IA,Clayton,Clayton,county,CS,Cass,0,election_day,STRAWBERRY POINT CIVIC CENTER,"401 COMMERCIAL ST, STRAWBERRY POINT, IA 52076",0,ORR,10/9/2020,0,401 COMMERCIAL ST,STRAWBERRY POINT,IA,52076,NonReligious,1,0,NonReligious,42.67903486,-91.53581417
295,295,11/3/2020,IA,Clayton,Clayton,county,ELMYVO,Elk-Mallory-Volga,0,election_day,ELKPORT-GARBER COMMUNITY CENTER,"120 MAIN ST, ELKPORT, IA 52044",0,ORR,10/9/2020,0,120 MAIN ST,ELKPORT,IA,52044,NonReligious,1,0,NonReligious,42.73939616,-91.27964608
296,296,11/3/2020,IA,Clayton,Clayton,county,FB-WG,Farmersburg-Wagner,0,election_day,FARMERSBURG COMMUNITY CENTER,"4 E ADAMS ST, FARMERSBURG, IA 52047",0,ORR,10/9/2020,0,4 E ADAMS ST,FARMERSBURG,IA,52047,NonReligious,1,0,NonReligious,42.95923408,-91.36670536
297,297,11/3/2020,IA,Clayton,Clayton,county,GDLUMO,Giard-Luana-Monona,0,election_day,MONONA COMMUNITY CENTER,"104 S EGBERT ST, MONONA, IA 52159",0,ORR,10/9/2020,0,104 S EGBERT ST,MONONA,IA,52159,NonReligious,1,0,NonReligious,43.05190121,-91.38865587
298,298,11/3/2020,IA,Clayton,Clayton,county,GM,Grand Meadow,0,election_day,MONONA COMMUNITY CENTER,"104 S EGBERT ST, MONONA, IA 52159",0,ORR,10/9/2020,0,104 S EGBERT ST,MONONA,IA,52159,NonReligious,1,0,NonReligious,43.05190121,-91.38865587
299,299,11/3/2020,IA,Clayton,Clayton,county,JF-MV,Jefferson-Millville,0,election_day,GUTTENBERG MUNICIPAL BUILDING,"502 FIRST ST, GUTTENBERG, IA 52052",0,ORR,10/9/2020,0,502 FIRST ST,GUTTENBERG,IA,52052,NonReligious,1,0,NonReligious,42.78047713,-91.0963179
300,300,11/3/2020,IA,Clayton,Clayton,county,LM,Lodomillo,0,election_day,STRAWBERRY POINT CIVIC CENTER,"401 COMMERCIAL ST, STRAWBERRY POINT, IA 52076",0,ORR,10/9/2020,0,401 COMMERCIAL ST,STRAWBERRY POINT,IA,52076,NonReligious,1,0,NonReligious,42.67903486,-91.53581417
301,301,11/3/2020,IA,Clayton,Clayton,county,MN,Mendon,0,election_day,MARQUETTE COMMUNITY CENTER,"102 NORTH ST, MARQUETTE, IA 52158",0,ORR,10/9/2020,0,102 NORTH ST,MARQUETTE,IA,52158,NonReligious,1,0,NonReligious,43.04503463,-91.17810677
302,302,11/3/2020,IA,Clayton,Clayton,county,MR,Marion,0,election_day,CENTRAL STATE BANK COMMUNITY ROOM,"200 N MAIN ST, ELKADER, IA 52043",0,ORR,10/9/2020,0,200 N MAIN ST,ELKADER,IA,52043,NonReligious,1,0,NonReligious,42.8553116,-91.40518835
303,303,11/3/2020,IA,Clayton,Clayton,county,RD,Read,0,election_day,GARNAVILLO COMMUNITY BUILDING,"106 W NIAGARA ST, GARNAVILLO, IA 52049",0,ORR,10/9/2020,0,106 W NIAGARA ST,GARNAVILLO,IA,52049,NonReligious,1,0,NonReligious,42.86735672,-91.23650044
304,304,11/3/2020,IA,Clinton,Clinton,county,BBRD,Bloomfield Brookfield Delmar,0,election_day,GROSSMAN HALL,"309 N MAIN ST, DELMAR, IA 52037",0,ORR,10/9/2020,0,309 N MAIN ST,DELMAR,IA,52037,NonReligious,1,0,NonReligious,42.00240072,-90.60705335
305,305,11/3/2020,IA,Clinton,Clinton,county,CAM1,Camanche 1,0,election_day,CAMANCHE COMMUNITY CENTER,"323 9TH AVE, CAMANCHE, IA 52730",0,ORR,10/9/2020,0,323 9TH AVE,CAMANCHE,IA,52730,NonReligious,1,0,NonReligious,41.78239071,-90.2553242
306,306,11/3/2020,IA,Clinton,Clinton,county,CAM2,Camanche 2,0,election_day,CAMANCHE COMMUNITY CENTER,"323 9TH AVE, CAMANCHE, IA 52730",0,ORR,10/9/2020,0,323 9TH AVE,CAMANCHE,IA,52730,NonReligious,1,0,NonReligious,41.78239071,-90.2553242
307,307,11/3/2020,IA,Clinton,Clinton,county,CENT,Center,0,election_day,GOOSE LAKE CITY HALL,"1 SCHOOL LANE, GOOSE LAKE, IA 52750",0,ORR,10/9/2020,0,1 SCHOOL LANE,GOOSE LAKE,IA,52750,NonReligious,1,0,NonReligious,41.96788834,-90.38135454
308,308,11/3/2020,IA,Clinton,Clinton,county,CL11,Clinton W1p1,0,election_day,CLINTON MOOSE LODGE,"1936 LINCOLN WAY, CLINTON, IA 52732",0,ORR,10/9/2020,0,1936 LINCOLN WAY,CLINTON,IA,52732,NonReligious,1,0,NonReligious,41.8158376,-90.23509171
309,309,11/3/2020,IA,Clinton,Clinton,county,CL12,Clinton W1p2,0,election_day,CLINTON MOOSE LODGE,"1936 LINCOLN WAY, CLINTON, IA 52732",0,ORR,10/9/2020,0,1936 LINCOLN WAY,CLINTON,IA,52732,NonReligious,1,0,NonReligious,41.8158376,-90.23509171
310,310,11/3/2020,IA,Clinton,Clinton,county,CL21,Clinton W2p1,0,election_day,CLINTON MASONIC CENTER,"416 S 1ST ST, CLINTON, IA 52732",0,ORR,10/9/2020,0,416 S 1ST ST,CLINTON,IA,52732,NonReligious,1,0,NonReligious,41.84216017,-90.18576152
311,311,11/3/2020,IA,Clinton,Clinton,county,CL22,Clinton W2p2,0,election_day,CLINTON MASONIC CENTER,"416 S 1ST ST, CLINTON, IA 52732",0,ORR,10/9/2020,0,416 S 1ST ST,CLINTON,IA,52732,NonReligious,1,0,NonReligious,41.84216017,-90.18576152
312,312,11/3/2020,IA,Clinton,Clinton,county,CL31,Clinton W3p1,0,election_day,CLINTON COUNTY ADMIN BLDG,"1900 N 3RD ST, CLINTON, IA 52732",0,ORR,10/9/2020,0,1900 N 3RD ST,CLINTON,IA,52732,NonReligious,1,0,NonReligious,41.86672582,-90.18464252
313,313,11/3/2020,IA,Clinton,Clinton,county,CL32,Clinton W3p2,0,election_day,ERICKSEN COMMUNITY CENTER,"1401 11TH AVE N, CLINTON, IA 52732",0,ORR,10/9/2020,0,1401 11TH AVE N,CLINTON,IA,52732,NonReligious,1,0,NonReligious,41.8560422,-90.21813749
314,314,11/3/2020,IA,Clinton,Clinton,county,CL41,Clinton W4p1,0,election_day,CHURCH OF THE OPEN DOOR,"816 13TH AVE N, CLINTON, IA 52732",0,ORR,10/9/2020,0,816 13TH AVE N,CLINTON,IA,52732,ReligiousBuilding,0,1,Religious,41.859379,-90.1972468
315,315,11/3/2020,IA,Clinton,Clinton,county,CL42,Clinton W4p2,0,election_day,CHURCH OF THE OPEN DOOR,"816 13TH AVE N, CLINTON, IA 52732",0,ORR,10/9/2020,0,816 13TH AVE N,CLINTON,IA,52732,ReligiousBuilding,0,1,Religious,41.859379,-90.1972468
316,316,11/3/2020,IA,Clinton,Clinton,county,DCGL,Deep Creek Goose Lake,0,election_day,GOOSE LAKE CITY HALL,"1 SCHOOL LANE, GOOSE LAKE, IA 52750",0,ORR,10/9/2020,0,1 SCHOOL LANE,GOOSE LAKE,IA,52750,NonReligious,1,0,NonReligious,41.96788834,-90.38135454
317,317,11/3/2020,IA,Clinton,Clinton,county,DEW1,Dewitt 1,0,election_day,CLINTON COUNTY FAIRGROUNDS AUDITORIUM,"328 EAST 8TH ST, DEWITT, IA 52742",0,ORR,10/9/2020,0,328 EAST 8TH ST,DEWITT,IA,52742,NonReligious,1,0,NonReligious,41.82348875,-90.52866632
318,318,11/3/2020,IA,Clinton,Clinton,county,DEW2,Dewitt 2,0,election_day,CLINTON COUNTY FAIRGROUNDS AUDITORIUM,"328 EAST 8TH ST, DEWITT, IA 52742",0,ORR,10/9/2020,0,328 EAST 8TH ST,DEWITT,IA,52742,NonReligious,1,0,NonReligious,41.82348875,-90.52866632
319,319,11/3/2020,IA,Clinton,Clinton,county,DEWT,Dewitt Twp,0,election_day,CLINTON COUNTY FAIRGROUNDS AUDITORIUM,"328 EAST 8TH ST, DEWITT, IA 52742",0,ORR,10/9/2020,0,328 EAST 8TH ST,DEWITT,IA,52742,NonReligious,1,0,NonReligious,41.82348875,-90.52866632
320,320,11/3/2020,IA,Clinton,Clinton,county,EDCM,Eden Camanche Twp,0,election_day,LOW MOOR COMMUNITY CENTER,"211 3RD AVE, LOW MOOR, IA 52757",0,ORR,10/9/2020,0,211 3RD AVE,LOW MOOR,IA,52757,NonReligious,1,0,NonReligious,41.80385525,-90.37932012
321,321,11/3/2020,IA,Clinton,Clinton,county,ERHA,Elk River Hampshire Andover,0,election_day,ANDOVER FIRE STATION,"1367 WASHINGTON ST, ANDOVER, IA 52701",0,ORR,10/9/2020,0,1367 WASHINGTON ST,ANDOVER,IA,52701,NonReligious,1,0,NonReligious,41.98114809,-90.25241703
322,322,11/3/2020,IA,Clinton,Clinton,county,LBTO,Liberty Toronto,0,election_day,CAL-WHEAT HIGH SCHOOL,"110 EAST PARK ROAD, WHEATLAND, IA 52777",0,ORR,10/9/2020,0,110 EAST PARK ROAD,WHEATLAND,IA,52777,NonReligious,1,0,NonReligious,41.83686394,-90.83863589
323,323,11/3/2020,IA,Clinton,Clinton,county,LOMO,Low Moor,0,election_day,LOW MOOR COMMUNITY CENTER,"211 3RD AVE, LOW MOOR, IA 52757",0,ORR,10/9/2020,0,211 3RD AVE,LOW MOOR,IA,52757,NonReligious,1,0,NonReligious,41.80385525,-90.37932012
324,324,11/3/2020,IA,Clinton,Clinton,county,OGCA,Olive Grant Calamus,0,election_day,CALMUS COMMUNITY CENTER,"201 MAIN ST, CALAMUS, IA 52729",0,ORR,10/9/2020,0,201 MAIN ST,CALAMUS,IA,52729,NonReligious,1,0,NonReligious,41.82556873,-90.75691791
325,325,11/3/2020,IA,Clinton,Clinton,county,ORGM,Orange Grand Mound,0,election_day,GRAND MOUND COMM CENTER,"510 SMITH ST, GRAND MOUND, IA 52751",0,ORR,10/9/2020,0,510 SMITH ST,GRAND MOUND,IA,52751,NonReligious,1,0,NonReligious,41.82318172,-90.64777003
326,326,11/3/2020,IA,Clinton,Clinton,county,SHLN,Sharon Lost Nation,0,election_day,OUR LADY OF THE HOLY ROSARY PARISH HALL,"903 MAIN ST, LOST NATION, IA 52254",0,ORR,10/9/2020,0,903 MAIN ST,LOST NATION,IA,52254,ReligiousBuilding,0,1,Religious,41.96667784,-90.81827156
327,327,11/3/2020,IA,Clinton,Clinton,county,SRWH,Spring Rock Wheatland,0,election_day,CAL-WHEAT HIGH SCHOOL,"110 EAST PARK ROAD, WHEATLAND, IA 52777",0,ORR,10/9/2020,0,110 EAST PARK ROAD,WHEATLAND,IA,52777,NonReligious,1,0,NonReligious,41.83686394,-90.83863589
328,328,11/3/2020,IA,Clinton,Clinton,county,WFCH,Waterford Charlotte,0,election_day,CHARLOTTE FIRE STATION,"102 CHARLES ST, CHARLOTTE, IA 52731",0,ORR,10/9/2020,0,102 CHARLES ST,CHARLOTTE,IA,52731,NonReligious,1,0,NonReligious,41.96127663,-90.46640881
329,329,11/3/2020,IA,Clinton,Clinton,county,WWAW,Welton Washington Welton,0,election_day,WELTON FIRE STATION,"95 MAIN ST, WELTON, IA 52774",0,ORR,10/9/2020,0,95 MAIN ST,WELTON,IA,52774,NonReligious,1,0,NonReligious,41.90695689,-90.5952354
330,330,11/3/2020,IA,Crawford,Crawford,county,CO,Charter Oak Precinct,0,election_day,CHARTER OAK COMMUNITY BUILDING,"29 MAIN STREET, CHARTER OAK, IA 51439",0,ORR,10/9/2020,0,29 MAIN STREET,CHARTER OAK,IA,51439,NonReligious,1,0,NonReligious,42.06870774,-95.59117232
331,331,11/3/2020,IA,Crawford,Crawford,county,D1,Denison 1st Ward,0,election_day,BOULDERS CONFERENCE CENTER,"2507 BOULDERS DRIVE, DENISON, IA 51442",0,ORR,10/9/2020,0,2507 BOULDERS DRIVE,DENISON,IA,51442,NonReligious,1,0,NonReligious,42.03036369,-95.35837044
332,332,11/3/2020,IA,Crawford,Crawford,county,D2-DT,Denison 2nd Ward-Denison Twp,0,election_day,BOULDERS CONFERENCE CENTER,"2507 BOULDERS DRIVE, DENISON, IA 51442",0,ORR,10/9/2020,0,2507 BOULDERS DRIVE,DENISON,IA,51442,NonReligious,1,0,NonReligious,42.03036369,-95.35837044
333,333,11/3/2020,IA,Crawford,Crawford,county,D3-GR,Denison 3rd Ward - Goodrich Twp,0,election_day,BOULDERS CONFERENCE CENTER,"2507 BOULDERS DRIVE, DENISON, IA 51442",0,ORR,10/9/2020,0,2507 BOULDERS DRIVE,DENISON,IA,51442,NonReligious,1,0,NonReligious,42.03036369,-95.35837044
334,334,11/3/2020,IA,Crawford,Crawford,county,DC-AB,DCAB Precinct,0,election_day,BRASEL BUILDING,"104 Franklin Street, DOW CITY, IA 51528",0,ORR,10/9/2020,0,104 Franklin Street,DOW CITY,IA,51528,NonReligious,1,0,NonReligious,41.92987754,-95.49616569
335,335,11/3/2020,IA,Crawford,Crawford,county,NE,Northeast Precinct,0,election_day,VAIL COMMUNITY ROOM,"309 MAIN STREET, VAIL, IA 51465",0,ORR,10/9/2020,0,309 MAIN STREET,VAIL,IA,51465,NonReligious,1,0,NonReligious,42.0612039,-95.2001344
336,336,11/3/2020,IA,Crawford,Crawford,county,SE,Southeast Precinct,0,election_day,MANILLA FIRE STATION,"553 MAIN STREET, MANILLA, IA 51454",0,ORR,10/9/2020,0,553 MAIN STREET,MANILLA,IA,51454,NonReligious,1,0,NonReligious,41.889823,-95.23154
337,337,11/3/2020,IA,Crawford,Crawford,county,SRK,SRK Precinct,0,election_day,IMMANUEL LUTHERAN CHURCH,"501 GLAD STREET, SCHLESWIG, IA 51461",0,ORR,10/9/2020,0,501 GLAD STREET,SCHLESWIG,IA,51461,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,42.16977721,-95.48098048
338,338,11/3/2020,IA,Dallas,Dallas,county,ADS,Adams,0,election_day,PEACE LUTHERAN CHURCH,"34128 L AVE, ADEL, IA 50003",0,ORR,10/9/2020,0,34128 L AVE,ADEL,IA,50003,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.5443063,-94.078434
339,339,11/3/2020,IA,Dallas,Dallas,county,AL1,Adel 1,0,election_day,ADEL LIBRARY,"303 S 10TH ST, ADEL, IA 50003",0,ORR,10/9/2020,0,303 S 10TH ST,ADEL,IA,50003,NonReligious,1,0,NonReligious,41.61438099,-94.01987118
340,340,11/3/2020,IA,Dallas,Dallas,county,AL2,Adel 2,0,election_day,FAITH LUTHERAN CHURCH,"602 S 14TH ST, ADEL, IA 50003",0,ORR,10/9/2020,0,602 S 14TH ST,ADEL,IA,50003,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.6122751,-94.0270127
341,341,11/3/2020,IA,Dallas,Dallas,county,BDM,Beaver Des Moines,0,election_day,WOODWARD UNITED METHODIST,"108 W 5TH ST, WOODWARD, IA 50276",0,ORR,10/9/2020,0,108 W 5TH ST,WOODWARD,IA,50276,ReligiousBuilding,0,1,Religious,41.8539984,-93.9230943
342,342,11/3/2020,IA,Dallas,Dallas,county,CL5,Clive 5,0,election_day,HEARTLAND PRESBY (CLIVE5),"14300 HICKMAN RD, CLIVE, IA 50325",0,ORR,10/9/2020,0,14300 HICKMAN RD,CLIVE,IA,50325,ReligiousBuilding,0,1,Religious,41.6141488,-93.815792
343,343,11/3/2020,IA,Dallas,Dallas,county,CL6,Clive 6,0,election_day,HEARTLAND PRESB (CLIVE6),"14300 HICKMAN RD, CLIVE, IA 50325",0,ORR,10/9/2020,0,14300 HICKMAN RD,CLIVE,IA,50325,ReligiousBuilding,0,1,Religious,41.6141488,-93.815792
344,344,11/3/2020,IA,Dallas,Dallas,county,COA,Colfax Adel,0,election_day,GRACE LUTHERAN CHURCH,"23932 MEADOW RD, ADEL, IA 50003",0,ORR,10/9/2020,0,23932 MEADOW RD,ADEL,IA,50003,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.5997841,-94.014633
345,345,11/3/2020,IA,Dallas,Dallas,county,DO,DeSoto,0,election_day,VM AMERICAN LEGION,"910 MAIN ST., VAN METER, IA 50261",0,ORR,10/9/2020,0,910 MAIN ST.,VAN METER,IA,50261,NonReligious,1,0,NonReligious,41.46990321,-93.9206863
346,346,11/3/2020,IA,Dallas,Dallas,county,LWL,Lincoln Washington Linn,0,election_day,REDFIELD AMERICAN LEGION,"1116 THOMAS ST, REDFIELD, IA 50233",0,ORR,10/9/2020,0,1116 THOMAS ST,REDFIELD,IA,50233,NonReligious,1,0,NonReligious,41.5903141,-94.1964256
347,347,11/3/2020,IA,Dallas,Dallas,county,PY1,Perry 1,0,election_day,MCCREARY COMMUNITY BLDG,"1800 PATTEE ST, PERRY, IA 50220",0,ORR,10/9/2020,0,1800 PATTEE ST,PERRY,IA,50220,NonReligious,1,0,NonReligious,41.84159649,-94.09764765
348,348,11/3/2020,IA,Dallas,Dallas,county,PY2,Perry 2,0,election_day,MCCREARY COMMUNITY BLDG,"1800 PATTEE ST, PERRY, IA 50220",0,ORR,10/9/2020,0,1800 PATTEE ST,PERRY,IA,50220,NonReligious,1,0,NonReligious,41.84159649,-94.09764765
349,349,11/3/2020,IA,Dallas,Dallas,county,PY3,Perry 3,0,election_day,MCCREARY COMMUNITY BLDG,"1800 PATTEE ST, PERRY, IA 50220",0,ORR,10/9/2020,0,1800 PATTEE ST,PERRY,IA,50220,NonReligious,1,0,NonReligious,41.84159649,-94.09764765
350,350,11/3/2020,IA,Dallas,Dallas,county,SD,Spring Valley Dallas,0,election_day,MCCREARY COMMUNITY BLDG,"1800 PATTEE ST, PERRY, IA 50220",0,ORR,10/9/2020,0,1800 PATTEE ST,PERRY,IA,50220,NonReligious,1,0,NonReligious,41.84159649,-94.09764765
351,351,11/3/2020,IA,Dallas,Dallas,county,SGDC,Sugar Grove Dallas Center,0,election_day,DC 1ST PRESBYTERIAN CHURCH,"1204 13TH ST, DALLAS CENTER, IA 50063",0,ORR,10/9/2020,0,1204 13TH ST,DALLAS CENTER,IA,50063,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.6768091,-93.959186
352,352,11/3/2020,IA,Dallas,Dallas,county,UN,Union,0,election_day,REDFIELD AMERICAN LEGION,"1116 THOMAS ST, REDFIELD, IA 50233",0,ORR,10/9/2020,0,1116 THOMAS ST,REDFIELD,IA,50233,NonReligious,1,0,NonReligious,41.5903141,-94.1964256
353,353,11/3/2020,IA,Dallas,Dallas,county,URB13,Urbandale 13,0,election_day,THE MISSION CHURCH,"12001 RIDGEMONT DR., URBANDALE, IA 50323",0,ORR,10/9/2020,0,12001 RIDGEMONT DR.,URBANDALE,IA,50323,ReligiousBuilding,0,1,Religious,41.6339346,-93.7801048
354,354,11/3/2020,IA,Dallas,Dallas,county,URB14,Urbandale 14,0,election_day,IGNITE SPORTS AND FITNESS,"200 SE 37TH, GRIMES, IA 50111",0,ORR,10/9/2020,0,200 SE 37TH,GRIMES,IA,50111,NonReligious,1,0,NonReligious,41.6566077,-93.7914416
355,355,11/3/2020,IA,Dallas,Dallas,county,URB15,Urbandale 15,0,election_day,IGNITE SPORTS AND FITNESS,"200 SE 37TH, GRIMES, IA 50111",0,ORR,10/9/2020,0,200 SE 37TH,GRIMES,IA,50111,NonReligious,1,0,NonReligious,41.6566077,-93.7914416
356,356,11/3/2020,IA,Dallas,Dallas,county,VM,Van Meter,0,election_day,VM AMERICAN LEGION,"910 MAIN ST., VAN METER, IA 50261",0,ORR,10/9/2020,0,910 MAIN ST.,VAN METER,IA,50261,NonReligious,1,0,NonReligious,41.46990321,-93.9206863
357,357,11/3/2020,IA,Dallas,Dallas,county,WGG,Walnut Grimes Grant,0,election_day,EMMANUEL UNITED METHODIST,"1910 LOCUST ST, GRANGER, IA 50109",0,ORR,10/9/2020,0,1910 LOCUST ST,GRANGER,IA,50109,ReligiousBuilding,0,1,Religious,41.7606737,-93.8235839
358,358,11/3/2020,IA,Dallas,Dallas,county,WK1,Waukee 1,0,election_day,IMMANUEL LUTHERAN CHURCH,"900 WARRIOR LN, WAUKEE, IA 50263",0,ORR,10/9/2020,0,900 WARRIOR LN,WAUKEE,IA,50263,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.605473,-93.8735635
359,359,11/3/2020,IA,Dallas,Dallas,county,WK2,Waukee 2,0,election_day,WAUKEE CHRISTIAN CHURCH,"29043 T AVE, WAUKEE, IA 50263",0,ORR,10/9/2020,0,29043 T AVE,WAUKEE,IA,50263,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.6139256,-93.9119915
360,360,11/3/2020,IA,Dallas,Dallas,county,WK3,Waukee 3,0,election_day,WAUKEE COMMUNITY CENTER,"675 WALNUT, WAUKEE, IA 50263",0,ORR,10/9/2020,0,675 WALNUT,WAUKEE,IA,50263,NonReligious,1,0,NonReligious,41.611746,-93.8870201
361,361,11/3/2020,IA,Dallas,Dallas,county,WK4,Waukee 4,0,election_day,WESTVIEW CHURCH,"1155 SE BOONE DR., WAUKEE, IA 50263",0,ORR,10/9/2020,0,1155 SE BOONE DR.,WAUKEE,IA,50263,ReligiousBuilding,0,1,Religious,41.6013893,-93.8321286
362,362,11/3/2020,IA,Dallas,Dallas,county,WK5,Waukee 5,0,election_day,ST BONIFACE CHURCH,"1200 WARRIOR LN, WAUKEE, IA 50263",0,ORR,10/9/2020,0,1200 WARRIOR LN,WAUKEE,IA,50263,ReligiousBuilding,0,1,Religious,41.599644,-93.8742312
363,363,11/3/2020,IA,Dallas,Dallas,county,WK6,Waukee 6,0,election_day,WAUKEE SCHOOL ADMIN BLDG,"560 SE UNIVERSITY AVE, WAUKEE, IA 50263",0,ORR,10/9/2020,0,560 SE UNIVERSITY AVE,WAUKEE,IA,50263,NonReligious,1,0,NonReligious,41.5998119,-93.8619481
364,364,11/3/2020,IA,Dallas,Dallas,county,WM221,West Des Moines 221,0,election_day,HILTON GARDEN INN,"205 S 64TH ST, WEST DES MOINES, IA 50266",0,ORR,10/9/2020,0,205 S 64TH ST,WEST DES MOINES,IA,50266,NonReligious,1,0,NonReligious,41.5676696,-93.7973455
365,365,11/3/2020,IA,Dallas,Dallas,county,WM222,West Des Moines 222,0,election_day,HILTON GARDEN INN,"205 S 64TH ST, WEST DES MOINES, IA 50266",0,ORR,10/9/2020,0,205 S 64TH ST,WEST DES MOINES,IA,50266,NonReligious,1,0,NonReligious,41.5676696,-93.7973455
366,366,11/3/2020,IA,Dallas,Dallas,county,WM223,West Des Moines 223,0,election_day,WEST DES MOINES MARRIOTT,"1250 JORDAN CREEK PKWY, WEST DES MOINES, IA 50263",0,ORR,10/9/2020,0,1250 JORDAN CREEK PKWY,WEST DES MOINES,IA,50263,NonReligious,1,0,NonReligious,41.59565233,-93.87240662
367,367,11/3/2020,IA,Dallas,Dallas,county,WM224,West Des Moines 224,0,election_day,FOX CREEK CENTER-WDM 224,"33365 335TH ST, WAUKEE, IA 50263",0,ORR,10/9/2020,0,33365 335TH ST,WAUKEE,IA,50263,NonReligious,1,0,NonReligious,41.55804989,-93.84361015
368,368,11/3/2020,IA,Dallas,Dallas,county,WM225,West Des Moines 225,0,election_day,ST FRANCIS OF ASSISI (WDM 225),"7075 ASHWORTH RD, W DES MOINES, IA 50266",0,ORR,10/9/2020,0,7075 ASHWORTH RD,W DES MOINES,IA,50266,NonReligious,1,0,NonReligious,41.5839497,-93.803701
369,369,11/3/2020,IA,Dallas,Dallas,county,WM226,West Des Moines 226,0,election_day,ST FRANCIS OF ASSISI (WDM 226),"7075 ASHWORTH RD., W W DES MOINES, IA 50266",0,ORR,10/9/2020,0,7075 ASHWORTH RD.,W W DES MOINES,IA,50266,NonReligious,1,0,NonReligious,41.5839497,-93.803701
370,370,11/3/2020,IA,Dallas,Dallas,county,WM321,West Des Moines 321,0,election_day,WEST DES MOINES MARRIOTT,"1250 JORDAN CREEK PKWY, WEST DES MOINES, IA 50263",0,ORR,10/9/2020,0,1250 JORDAN CREEK PKWY,WEST DES MOINES,IA,50263,NonReligious,1,0,NonReligious,41.59565233,-93.87240662
371,371,11/3/2020,IA,Dallas,Dallas,county,WM322,West Des Moines 322,0,election_day,FOX CREEK CENTER-WDM 322,"33365 335TH ST., WAUKEE, IA 50263",0,ORR,10/9/2020,0,33365 335TH ST.,WAUKEE,IA,50263,NonReligious,1,0,NonReligious,41.55804989,-93.84361015
372,372,11/3/2020,IA,Davis,Davis,county,BF1,Bloomfield 1,0,election_day,BLFD FIRE STATION,"501 S. WEST STREET, BLOOMFIELD, IA 52537",0,ORR,10/9/2020,0,501 S. WEST STREET,BLOOMFIELD,IA,52537,NonReligious,1,0,NonReligious,40.74676867,-92.41903806
373,373,11/3/2020,IA,Davis,Davis,county,BF2,Bloomfield 2,0,election_day,BLFD FIRE STATION 2,"501 S. WEST ST., BLOOMFIELD, IA 52537",0,ORR,10/9/2020,0,501 S. WEST ST.,BLOOMFIELD,IA,52537,NonReligious,1,0,NonReligious,40.74676867,-92.41903806
374,374,11/3/2020,IA,Davis,Davis,county,BF3,Bloomfield 3,0,election_day,BLFD FIRE STATION 3,"501 S. WEST ST., BLOOMFIELD, IA 52537",0,ORR,10/9/2020,0,501 S. WEST ST.,BLOOMFIELD,IA,52537,NonReligious,1,0,NonReligious,40.74676867,-92.41903806
