,Unnamed: 0,election_date,state,county_name,jurisdiction,jurisdiction_type,precinct_id,precinct_name,polling_place_id,location_type,name,address,notes,source,source_date,source_notes,StreetAddress,City,State,ZipCode,category,NonReligious,ReligiousBuilding,BuildingType,Latitude,Longitude
1018,1018,11/3/2020,IA,Muscatine,Muscatine,county,76CE,Seventy Six/Cedar,0,election_day,76 TOWNSHIP HALL,"125 W Iowa St, LETTS, IA 52754",0,ORR,10/9/2020,0,125 W Iowa St,LETTS,IA,52754,NonReligious,1,0,NonReligious,41.33014723,-91.23742914
1019,1019,11/3/2020,IA,Muscatine,Muscatine,county,BL,Bloomington,0,election_day,CHURCH OF CHRIST,"3603 MULBERRY AVE, MUSCATINE, IA 52761",0,ORR,10/9/2020,0,3603 MULBERRY AVE,MUSCATINE,IA,52761,ReligiousBuilding,0,1,Religious,41.4387113,-91.05849846
1020,1020,11/3/2020,IA,Muscatine,Muscatine,county,F1,Fruitland 1,0,election_day,FRUITLAND COMMUNITY CENTER,"104 SAND RUN RD, FRUITLAND, IA 52749",0,ORR,10/9/2020,0,104 SAND RUN RD,FRUITLAND,IA,52749,NonReligious,1,0,NonReligious,41.35370668,-91.12393852
1021,1021,11/3/2020,IA,Muscatine,Muscatine,county,F2LA,Fruitland 2/Lake,0,election_day,MULFORD CHURCH 2,"2400 HERSHEY AVE, MUSCATINE, IA 52761",0,ORR,10/9/2020,0,2400 HERSHEY AVE,MUSCATINE,IA,52761,ReligiousBuilding,0,1,Religious,41.41597699,-91.07322953
1022,1022,11/3/2020,IA,Muscatine,Muscatine,county,FUMO,Fulton/Montpelier,0,election_day,STOCKTON CITY HALL,"318 COMMERCE ST, STOCKTON, IA 52769",0,ORR,10/9/2020,0,318 COMMERCE ST,STOCKTON,IA,52769,NonReligious,1,0,NonReligious,41.59094538,-90.85456878
1023,1023,11/3/2020,IA,Muscatine,Muscatine,county,GO,Goshen,0,election_day,WL COMMUNITY CENTER TWP/CITY 1,"1204 N CALHOUN ST, WEST LIBERTY, IA 52776",0,ORR,10/9/2020,0,1204 N CALHOUN ST,WEST LIBERTY,IA,52776,NonReligious,1,0,NonReligious,41.58000603,-91.26356731
1024,1024,11/3/2020,IA,Muscatine,Muscatine,county,MU01,Muscatine 1,0,election_day,MUSC SCHOOL ADMIN BLDG EAST,"2900 MULBERRY AVE, MUSCATINE, IA 52761",0,ORR,10/9/2020,0,2900 MULBERRY AVE,MUSCATINE,IA,52761,NonReligious,1,0,NonReligious,41.44354685,-91.06747587
1025,1025,11/3/2020,IA,Muscatine,Muscatine,county,MU02,Muscatine 2,0,election_day,FIRST CHRISTIAN CHURCH,"700 KINDLER AVE, MUSCATINE, IA 52761",0,ORR,10/9/2020,0,700 KINDLER AVE,MUSCATINE,IA,52761,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.4298739,-91.07140316
1026,1026,11/3/2020,IA,Muscatine,Muscatine,county,MU03,Muscatine 3,0,election_day,ST MATHIAS GANNON HALL,"215 W EIGHTH ST, MUSCATINE, IA 52761",0,ORR,10/9/2020,0,215 W EIGHTH ST,MUSCATINE,IA,52761,NonReligious,1,0,NonReligious,41.42500977,-91.05238009
1027,1027,11/3/2020,IA,Muscatine,Muscatine,county,MU04,Muscatine 4,0,election_day,CLARK HOUSE,"117 W 3RD STREET, MUSCATINE, IA 52761",0,ORR,10/9/2020,0,117 W 3RD STREET,MUSCATINE,IA,52761,NonReligious,1,0,NonReligious,41.42193696,-91.04687395
1028,1028,11/3/2020,IA,Muscatine,Muscatine,county,MU05,Muscatine 5,0,election_day,CENTRAL MIDDLE SCHOOL,"901 CEDAR STREET, MUSCATINE, IA 52761",0,ORR,10/9/2020,0,901 CEDAR STREET,MUSCATINE,IA,52761,NonReligious,1,0,NonReligious,41.42819607,-91.04911734
1029,1029,11/3/2020,IA,Muscatine,Muscatine,county,MU06,Muscatine 6,0,election_day,MUSC SCHOOL ADMIN BLDG WEST,"2900 MULBERRY AVE, MUSCATINE, IA 52761",0,ORR,10/9/2020,0,2900 MULBERRY AVE,MUSCATINE,IA,52761,NonReligious,1,0,NonReligious,41.44354685,-91.06747587
1030,1030,11/3/2020,IA,Muscatine,Muscatine,county,MU07,Muscatine 7,0,election_day,MULFORD CHURCH,"2400 HERSHEY AVE, MUSCATINE, IA 52761",0,ORR,10/9/2020,0,2400 HERSHEY AVE,MUSCATINE,IA,52761,ReligiousBuilding,0,1,Religious,41.41597699,-91.07322953
1031,1031,11/3/2020,IA,Muscatine,Muscatine,county,MU08,Muscatine 8,0,election_day,MUSSERVILLE UNITED METHODIST CHURCH,"1001 OREGON STREET, MUSCATINE, IA 52761",0,ORR,10/9/2020,0,1001 OREGON STREET,MUSCATINE,IA,52761,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.40485471,-91.06328247
1032,1032,11/3/2020,IA,Muscatine,Muscatine,county,MU09,Muscatine 9,0,election_day,MUSC EXTENSION OFFICE,"1601 PLAZA PLACE, MUSCATINE, IA 52761",0,ORR,10/9/2020,0,1601 PLAZA PLACE,MUSCATINE,IA,52761,NonReligious,1,0,NonReligious,41.44303368,-91.02892386
1033,1033,11/3/2020,IA,Muscatine,Muscatine,county,MU10,Muscatine 10,0,election_day,MCC-MCAVOY CENTER,"1403 PARK AVE, MUSCATINE, IA 52761",0,ORR,10/9/2020,0,1403 PARK AVE,MUSCATINE,IA,52761,NonReligious,1,0,NonReligious,41.44064615,-91.03059608
1034,1034,11/3/2020,IA,Muscatine,Muscatine,county,OR,Orono,0,election_day,CONESVILLE CITY HALL,"306 W 3RD STREET, CONESVILLE, IA 52739",0,ORR,10/9/2020,0,306 W 3RD STREET,CONESVILLE,IA,52739,NonReligious,1,0,NonReligious,41.38190811,-91.34898284
1035,1035,11/3/2020,IA,Muscatine,Muscatine,county,PI,Pike,0,election_day,NICHOLS CITY HALL,"429 IJEM AVENUE, NICHOLS, IA 52766",0,ORR,10/9/2020,0,429 IJEM AVENUE,NICHOLS,IA,52766,NonReligious,1,0,NonReligious,41.48118723,-91.30902018
1036,1036,11/3/2020,IA,Muscatine,Muscatine,county,SW,Sweetland,0,election_day,NEW ERA FELLOWSHIP HALL,"3455 NEW ERA ROAD, MUSCATINE, IA 52761",0,ORR,10/9/2020,0,3455 NEW ERA ROAD,MUSCATINE,IA,52761,NonReligious,1,0,NonReligious,41.46614438,-90.89622293
1037,1037,11/3/2020,IA,Muscatine,Muscatine,county,WC,Wilton City,0,election_day,WILTON COMM CENTER CITY,"1215 CYPRESS ST, WILTON, IA 52778",0,ORR,10/9/2020,0,1215 CYPRESS ST,WILTON,IA,52778,NonReligious,1,0,NonReligious,41.59669116,-91.0113412
1038,1038,11/3/2020,IA,Muscatine,Muscatine,county,WL2,West Liberty 2,0,election_day,WL COMMUNITY CENTER CITY 2,"1204 N CALHOUN ST, WEST LIBERTY, IA 52776",0,ORR,10/9/2020,0,1204 N CALHOUN ST,WEST LIBERTY,IA,52776,NonReligious,1,0,NonReligious,41.58000603,-91.26356731
1039,1039,11/3/2020,IA,Muscatine,Muscatine,county,WLWA,West Liberty 1/Wapsie,0,election_day,WL COMMUNITY CENTER TWP/CITY 1,"1204 N CALHOUN ST, WEST LIBERTY, IA 52776",0,ORR,10/9/2020,0,1204 N CALHOUN ST,WEST LIBERTY,IA,52776,NonReligious,1,0,NonReligious,41.58000603,-91.26356731
1040,1040,11/3/2020,IA,Muscatine,Muscatine,county,WTMW,Wilton Twp/Moscow,0,election_day,WILTON COMM CENTER TWP,"1215 CYPRESS ST, WILTON, IA 52778",0,ORR,10/9/2020,0,1215 CYPRESS ST,WILTON,IA,52778,NonReligious,1,0,NonReligious,41.59669116,-91.0113412
1041,1041,11/3/2020,IA,O'Brien,O'Brien,county,P1,Carroll Floyd,0,election_day,PAVILION OBRIEN ROOM,"301 34TH AVE, SHELDON, IA 51201",0,ORR,10/9/2020,0,301 34TH AVE,SHELDON,IA,51201,NonReligious,1,0,NonReligious,43.18334484,-95.86578359
1042,1042,11/3/2020,IA,O'Brien,O'Brien,county,P2,Franklin,0,election_day,"COMM BLDG, SANBORN","225 MAIN ST, SANBORN, IA 51248",0,ORR,10/9/2020,0,225 MAIN ST,SANBORN,IA,51248,NonReligious,1,0,NonReligious,43.1818119,-95.65579616
1043,1043,11/3/2020,IA,O'Brien,O'Brien,county,P3,Hartley Lincoln Omega,0,election_day,HARTLEY COMMUNITY BLDG,"820 2ND ST NE, HARTLEY, IA 51346",0,ORR,10/9/2020,0,820 2ND ST NE,HARTLEY,IA,51346,NonReligious,1,0,NonReligious,43.18373074,-95.46857027
1044,1044,11/3/2020,IA,O'Brien,O'Brien,county,P4,Sheldon 1,0,election_day,SHELDON PAVILLION,"301 34TH AVE, SHELDON, IA 51201",0,ORR,10/9/2020,0,301 34TH AVE,SHELDON,IA,51201,NonReligious,1,0,NonReligious,43.18334484,-95.86578359
1045,1045,11/3/2020,IA,O'Brien,O'Brien,county,P5,Sheldon 2,0,election_day,SHELDON PAVILLION,"301 34TH AVE, SHELDON, IA 51201",0,ORR,10/9/2020,0,301 34TH AVE,SHELDON,IA,51201,NonReligious,1,0,NonReligious,43.18334484,-95.86578359
1046,1046,11/3/2020,IA,O'Brien,O'Brien,county,P6,Sheldon 3,0,election_day,SHELDON PAVILLION,"301 34TH AVE, SHELDON, IA 51201",0,ORR,10/9/2020,0,301 34TH AVE,SHELDON,IA,51201,NonReligious,1,0,NonReligious,43.18334484,-95.86578359
1047,1047,11/3/2020,IA,O'Brien,O'Brien,county,P7,Summit Center Dale Highland,0,election_day,PRIMGHAR COMMUNITY BLDG,"215 1ST ST SE, PRIMGHAR, IA 51245",0,ORR,10/9/2020,0,215 1ST ST SE,PRIMGHAR,IA,51245,NonReligious,1,0,NonReligious,43.0862927,-95.6244973
1048,1048,11/3/2020,IA,O'Brien,O'Brien,county,P8,Union Baker Caledonia,0,election_day,"CITY HALL, PAULLINA","127 S MAIN ST, PAULLINA, IA 51046",0,ORR,10/9/2020,0,127 S MAIN ST,PAULLINA,IA,51046,NonReligious,1,0,NonReligious,42.97793527,-95.68765076
1049,1049,11/3/2020,IA,O'Brien,O'Brien,county,P9,Waterman Grant Liberty,0,election_day,RL JOHANNSEN CENTER,"110 ASH ST, SUTHERLAND, IA 51058",0,ORR,10/9/2020,0,110 ASH ST,SUTHERLAND,IA,51058,NonReligious,1,0,NonReligious,42.97439038,-95.49923245
1050,1050,11/3/2020,IA,Osceola,Osceola,county,AT,Ashton,0,election_day,ASHTON LEGION COMMUNITY BUILDING,"321 3RD ST., ASHTON, IA 51232",0,ORR,10/9/2020,0,321 3RD ST.,ASHTON,IA,51232,NonReligious,1,0,NonReligious,43.31147621,-95.79200787
1051,1051,11/3/2020,IA,Osceola,Osceola,county,HA,Harris,0,election_day,HARRIS CIVIC CENTER,"122 MAIN ST S, HARRIS, IA 51345",0,ORR,10/9/2020,0,122 MAIN ST S,HARRIS,IA,51345,NonReligious,1,0,NonReligious,43.44435155,-95.43380069
1052,1052,11/3/2020,IA,Osceola,Osceola,county,MC,May City,0,election_day,MAY CITY FIRE STATION,"6656 FREDERICK AVE, MAY CITY, IA 51349",0,ORR,10/9/2020,0,6656 FREDERICK AVE,MAY CITY,IA,51349,NonReligious,1,0,NonReligious,43.31725101,-95.47241945
1053,1053,11/3/2020,IA,Osceola,Osceola,county,MV,Melvin,0,election_day,MELVIN AMERICAN LEGION BLDG,"225 MAIN ST., MELVIN, IA 51350",0,ORR,10/9/2020,0,225 MAIN ST.,MELVIN,IA,51350,NonReligious,1,0,NonReligious,43.28717675,-95.60972632
1054,1054,11/3/2020,IA,Osceola,Osceola,county,OS1,Osceola 1,0,election_day,SENIOR CENTER,"612 8TH STREET, SIBLEY, IA 51249",0,ORR,10/9/2020,0,612 8TH STREET,SIBLEY,IA,51249,NonReligious,1,0,NonReligious,43.40005541,-95.74489274
1055,1055,11/3/2020,IA,Osceola,Osceola,county,OS2,Osceola 2,0,election_day,SENIOR CENTER,"612 8TH STREET, SIBLEY, IA 51249",0,ORR,10/9/2020,0,612 8TH STREET,SIBLEY,IA,51249,NonReligious,1,0,NonReligious,43.40005541,-95.74489274
1056,1056,11/3/2020,IA,Osceola,Osceola,county,OS3,Osceola 3,0,election_day,UNITED METHODIST CHURCH,"700 11TH AVE NE, SIBLEY, IA 51249",0,ORR,10/9/2020,0,700 11TH AVE NE,SIBLEY,IA,51249,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,43.39521126,-95.73745896
1057,1057,11/3/2020,IA,Osceola,Osceola,county,OX,Ocheyedan,0,election_day,OCHEYEDAN TOWN HALL,"869 MAIN ST, OCHEYEDAN, IA 51354",0,ORR,10/9/2020,0,869 MAIN ST,OCHEYEDAN,IA,51354,NonReligious,1,0,NonReligious,43.41406,-95.53495404
1058,1058,11/3/2020,IA,Page,Page,county,CL1,Clarinda 1,0,election_day,CL1-1 CLARINDA LIED PUBLIC LIBRARY,"100 E GARFIELD ST, CLARINDA, IA 51632",0,ORR,10/9/2020,0,100 E GARFIELD ST,CLARINDA,IA,51632,NonReligious,1,0,NonReligious,40.73514399,-95.03786284
1059,1059,11/3/2020,IA,Page,Page,county,CL2,Clarinda 2,0,election_day,CL2-CLARINDA LIED PUBLIC LIBRARY,"100 E GARFIELD ST, CLARINDA, IA 51632",0,ORR,10/9/2020,0,100 E GARFIELD ST,CLARINDA,IA,51632,NonReligious,1,0,NonReligious,40.73514399,-95.03786284
1060,1060,11/3/2020,IA,Page,Page,county,ER,DG-ER-NK-NW-VY-HB-YT-AM-BN-HL-BV-CS-SB,0,election_day,CL1-1 CLARINDA LIED PUBLIC LIBRARY,"100 E GARFIELD ST, CLARINDA, IA 51632",0,ORR,10/9/2020,0,100 E GARFIELD ST,CLARINDA,IA,51632,NonReligious,1,0,NonReligious,40.73514399,-95.03786284
1061,1061,11/3/2020,IA,Page,Page,county,GT,GT-MT-TK-CX-LN-WS-BL-CN-NB,0,election_day,SD1-SHENANDOAH HISTORICAL SOCIETY,"100 MAPLE ST, SHENANDOAH, IA 51601",0,ORR,10/9/2020,0,100 MAPLE ST,SHENANDOAH,IA,51601,NonReligious,1,0,NonReligious,40.76504629,-95.37517216
1062,1062,11/3/2020,IA,Page,Page,county,PC,PC-FM-EX,0,election_day,PC-ESSEX CITY HALL,"412 IOWA AVE, ESSEX, IA 51638",0,ORR,10/9/2020,0,412 IOWA AVE,ESSEX,IA,51638,NonReligious,1,0,NonReligious,40.83340272,-95.30782523
1063,1063,11/3/2020,IA,Page,Page,county,SD1,Shenandoah 1,0,election_day,SD1-SHENANDOAH HISTORICAL SOCIETY,"100 MAPLE ST, SHENANDOAH, IA 51601",0,ORR,10/9/2020,0,100 MAPLE ST,SHENANDOAH,IA,51601,NonReligious,1,0,NonReligious,40.76504629,-95.37517216
1064,1064,11/3/2020,IA,Page,Page,county,SD2,Shenandoah 2,0,election_day,SD2-SHENANDOAH HISTORICAL SOCIETY,"100 MAPLE ST, SHENANDOAH, IA 51601",0,ORR,10/9/2020,0,100 MAPLE ST,SHENANDOAH,IA,51601,NonReligious,1,0,NonReligious,40.76504629,-95.37517216
1065,1065,11/3/2020,IA,Page,Page,county,SD3,Shenandoah 3,0,election_day,SD3-SHENANDOAH HISTORICAL BUILDING,"100 MAPLE ST, SHENANDOAH, IA 51601",0,ORR,10/9/2020,0,100 MAPLE ST,SHENANDOAH,IA,51601,NonReligious,1,0,NonReligious,40.76504629,-95.37517216
1066,1066,11/3/2020,IA,Palo Alto,Palo Alto,county,EM1,Emmetsburg Ward 1 ,0,election_day,ELECTION CENTER-1,"1302 BROADWAY, EMMETSBURG, IA 50536",0,ORR,10/9/2020,0,1302 BROADWAY,EMMETSBURG,IA,50536,NonReligious,1,0,NonReligious,43.11741111,-94.70154702
1067,1067,11/3/2020,IA,Palo Alto,Palo Alto,county,EM2,Emmetsburg Ward 2,0,election_day,ELECTION CENTER-2,"1302 BROADWAY, EMMETSBURG, IA 50536",0,ORR,10/9/2020,0,1302 BROADWAY,EMMETSBURG,IA,50536,NonReligious,1,0,NonReligious,43.11741111,-94.70154702
1068,1068,11/3/2020,IA,Palo Alto,Palo Alto,county,EM3,EM Ward 3.SL.pt. HL.WL.EM,0,election_day,ELECTION CENTER-3,"1302 BROADWAY, EMMETSBURG, IA 50536",0,ORR,10/9/2020,0,1302 BROADWAY,EMMETSBURG,IA,50536,NonReligious,1,0,NonReligious,43.11741111,-94.70154702
1069,1069,11/3/2020,IA,Palo Alto,Palo Alto,county,EM4,EM Ward 4 .FV.FF.FR.IN.VN.pt. EM,0,election_day,ELECTION CENTER-4,"1302 BROADWAY, EMMETSBURG, IA 50536",0,ORR,10/9/2020,0,1302 BROADWAY,EMMETSBURG,IA,50536,NonReligious,1,0,NonReligious,43.11741111,-94.70154702
1070,1070,11/3/2020,IA,Palo Alto,Palo Alto,county,GR RV,GR.RV.LI.Pt. HL.WL,0,election_day,GRAETTINGER PUBLIC LIBRARY,"115 W ROBINS ST, GRAETTINGER, IA 51342",0,ORR,10/9/2020,0,115 W ROBINS ST,GRAETTINGER,IA,51342,NonReligious,1,0,NonReligious,43.23782728,-94.75070666
1071,1071,11/3/2020,IA,Palo Alto,Palo Alto,county,WB,WB.EL.RL.BO.GO.NV,0,election_day,WEST BEND PUBLIC LIBRARY,"316 S BROADWAY, WEST BEND, IA 50597",0,ORR,10/9/2020,0,316 S BROADWAY,WEST BEND,IA,50597,NonReligious,1,0,NonReligious,42.95709175,-94.44510337
1072,1072,11/3/2020,IA,Plymouth,Plymouth,county,AK,AKRON LIBRARY CONFERENCE ROOM,0,election_day,AKRON LIBRARY CONFERENCE ROOM,"350 REED ST, AKRON, IA 51001",0,ORR,10/9/2020,0,350 REED ST,AKRON,IA,51001,NonReligious,1,0,NonReligious,42.82868849,-96.55765675
1073,1073,11/3/2020,IA,Plymouth,Plymouth,county,BV,BRUNSVILLE LEGION CLUB,0,election_day,BRUNSVILLE LEGION CLUB,"305 OAK ST, BRUNSVILLE, IA 51008",0,ORR,10/9/2020,0,305 OAK ST,BRUNSVILLE,IA,51008,NonReligious,1,0,NonReligious,42.81093107,-96.26669908
1074,1074,11/3/2020,IA,Plymouth,Plymouth,county,HT,HINTON COMMUNITY CENTER,0,election_day,HINTON COMMUNITY CENTER,"205 WEST MAIN ST, HINTON, IA 51024",0,ORR,10/9/2020,0,205 WEST MAIN ST,HINTON,IA,51024,NonReligious,1,0,NonReligious,42.62666001,-96.29404925
1075,1075,11/3/2020,IA,Plymouth,Plymouth,county,KL,KINGSLEY COMMUNITY CENTER,0,election_day,KINGSLEY COMMUNITY CENTER,"207 E 1ST ST, KINGSLEY, IA 51028",0,ORR,10/9/2020,0,207 E 1ST ST,KINGSLEY,IA,51028,NonReligious,1,0,NonReligious,42.58677268,-95.96367425
1076,1076,11/3/2020,IA,Plymouth,Plymouth,county,LM11,Le Mars Pct 11,0,election_day,LE MARS CONVENTION CENTER PCT 11,"301 12TH ST SE-LOWER LEVEL, LE MARS, IA 51031",0,ORR,10/9/2020,0,301 12TH ST SE-LOWER LEVEL,LE MARS,IA,51031,NonReligious,1,0,NonReligious,42.77879201,-96.16197373
1077,1077,11/3/2020,IA,Plymouth,Plymouth,county,LM12,Le Mars Pct 12,0,election_day,LE MARS CONVENTION CENTER PCT 12,"301 12TH ST SE-LOWER LEVEL, LE MARS, IA 51031",0,ORR,10/9/2020,0,301 12TH ST SE-LOWER LEVEL,LE MARS,IA,51031,NonReligious,1,0,NonReligious,42.77879201,-96.16197373
1078,1078,11/3/2020,IA,Plymouth,Plymouth,county,LM13,Le Mars Pct 13,0,election_day,LE MARS CONVENTION CENTER PCT 13,"301 12TH ST SE-LOWER LEVEL, LE MARS, IA 51031",0,ORR,10/9/2020,0,301 12TH ST SE-LOWER LEVEL,LE MARS,IA,51031,NonReligious,1,0,NonReligious,42.77879201,-96.16197373
1079,1079,11/3/2020,IA,Plymouth,Plymouth,county,MR,KISSINGER COMMUNITY CENTER-LOWER LEVEL,0,election_day,KISSINGER COMMUNITY CENTER-LOWER LEVEL,"608 MAIN ST, MERRILL, IA 51038",0,ORR,10/9/2020,0,608 MAIN ST,MERRILL,IA,51038,NonReligious,1,0,NonReligious,42.70553395,-96.31435954
1080,1080,11/3/2020,IA,Plymouth,Plymouth,county,MRHG,REMSEN AMERICAN BANK,0,election_day,REMSEN AMERICAN BANK,"400 W HWY 3, REMSEN, IA 51050",0,ORR,10/9/2020,0,400 W HWY 3,REMSEN,IA,51050,NonReligious,1,0,NonReligious,42.79367691,-95.9459326
1081,1081,11/3/2020,IA,Plymouth,Plymouth,county,PY,PERRY TOWNSHIP HALL,0,election_day,PERRY TOWNSHIP HALL,"22504 C60, HINTON, IA 51024",0,ORR,10/9/2020,0,22504 C60,HINTON,IA,51024,NonReligious,1,0,NonReligious,42.63414068,-96.37283552
1082,1082,11/3/2020,IA,Plymouth,Plymouth,county,RM,REMSEN LIBRARY,0,election_day,REMSEN LIBRARY,"211 FULTON ST, REMSEN, IA 51050",0,ORR,10/9/2020,0,211 FULTON ST,REMSEN,IA,51050,NonReligious,1,0,NonReligious,42.79367691,-95.9459326
1083,1083,11/3/2020,IA,Plymouth,Plymouth,county,SB,COURTHOUSE ANNEX LOWER LEVEL,0,election_day,COURTHOUSE ANNEX LOWER LEVEL,"215 4TH AVE SE, LE MARS, IA 51031",0,ORR,10/9/2020,0,215 4TH AVE SE,LE MARS,IA,51031,NonReligious,1,0,NonReligious,42.78956147,-96.16070379
1084,1084,11/3/2020,IA,Plymouth,Plymouth,county,WF,WESTFIELD COMMUNITY CENTER,0,election_day,WESTFIELD COMMUNITY CENTER,"215 LINDEN ST, WESTFIELD, IA 51062",0,ORR,10/9/2020,0,215 LINDEN ST,WESTFIELD,IA,51062,NonReligious,1,0,NonReligious,42.7555438,-96.60182141
1085,1085,11/3/2020,IA,Pocahontas,Pocahontas,county,BV,Bellville-Lizard-S Lincoln-S Lake,0,election_day,PALMER COMMUNITY CENTER,"415 HANSEN AVE, PALMER, IA 50571",0,ORR,10/9/2020,0,415 HANSEN AVE,PALMER,IA,50571,NonReligious,1,0,NonReligious,42.63097109,-94.57868974
1086,1086,11/3/2020,IA,Pocahontas,Pocahontas,county,CD,Cedar-Colfax-Dover,0,election_day,FONDA FIRE STATION,"813 N QUEEN ST, FONDA, IA 50546",0,ORR,10/9/2020,0,813 N QUEEN ST,FONDA,IA,50546,NonReligious,1,0,NonReligious,42.83787375,-94.70277553
1087,1087,11/3/2020,IA,Pocahontas,Pocahontas,county,DM,Rolfe Community Center,0,election_day,ROLFE COMMUNITY CENTER,"319 GARFIELD AVE, ROLFE, IA 50581",0,ORR,10/9/2020,0,319 GARFIELD AVE,ROLFE,IA,50581,NonReligious,1,0,NonReligious,42.81379725,-94.52781912
1088,1088,11/3/2020,IA,Pocahontas,Pocahontas,county,GT,Grant-S Marshall-S Sherman,0,election_day,POCAHONTAS COUNTY EXPO CENTER,"310 NE First St, Pocahontas, IA 50574",0,ORR,10/9/2020,0,310 NE First St,Pocahontas,IA,50574,NonReligious,1,0,NonReligious,42.71666396,-94.69862024
1089,1089,11/3/2020,IA,Pocahontas,Pocahontas,county,PH1,Pocahontas #1,0,election_day,POCAHONTAS COUNTY EXPO CENTER,"311 NE First St, Pocahontas, IA 50574",0,ORR,10/9/2020,0,311 NE First St,Pocahontas,IA,50574,NonReligious,1,0,NonReligious,42.71666396,-94.69862024
1090,1090,11/3/2020,IA,Pocahontas,Pocahontas,county,PH2,PH#2-Center-S Roosevelt-N Lincoln-N Lake-S Garfield,0,election_day,POCAHONTAS COUNTY EXPO CENTER,"312 NE First St, Pocahontas, IA 50574",0,ORR,10/9/2020,0,312 NE First St,Pocahontas,IA,50574,NonReligious,1,0,NonReligious,42.73548989,-94.66609023
1091,1091,11/3/2020,IA,Pocahontas,Pocahontas,county,SW,Swan Lake- N Marshall,0,election_day,LAURENS UNITED METHODIST CHURCH,"201 W Main St, Laurens, IA 50554",0,ORR,10/9/2020,0,201 W Main St,Laurens,IA,50554,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,42.84660714,-94.85007802
1092,1092,11/3/2020,IA,Polk,Polk,county,ALLEMAN,Alleman 1 (85),0,election_day,085 NORTH POLK MIDDLE SCHOOL,"315 NE 141ST ST, ALLEMAN, IA 50007",0,ORR,10/9/2020,0,315 NE 141ST ST,ALLEMAN,IA,50007,NonReligious,1,0,NonReligious,41.8179761,-93.61396
1093,1093,11/3/2020,IA,Polk,Polk,county,ALLEN 1,Allen 1(86),0,election_day,072 AVON LAKE CLUBHOUSE,"5701 SE 66TH PL., AVON LAKE, IA 50047",0,ORR,10/9/2020,0,5701 SE 66TH PL.,AVON LAKE,IA,50047,NonReligious,1,0,NonReligious,41.5219197,-93.4992503
1094,1094,11/3/2020,IA,Polk,Polk,county,ALT 1,Altoona 1 (87),0,election_day,087 ALTOONA CITY HALL,"900 VENBURY DR. SUITE A, ALTOONA, IA 50009",0,ORR,10/9/2020,0,900 VENBURY DR. SUITE A,ALTOONA,IA,50009,NonReligious,1,0,NonReligious,41.64194466,-93.47462539
1095,1095,11/3/2020,IA,Polk,Polk,county,ALT 2,Altoona 2 (88),0,election_day,088 ALTOONA CAMPUS,"1500 8TH ST. SW, ALTOONA, IA 50009",0,ORR,10/9/2020,0,1500 8TH ST. SW,ALTOONA,IA,50009,NonReligious,1,0,NonReligious,41.6423599,-93.4803836
1096,1096,11/3/2020,IA,Polk,Polk,county,ALT 3,Altoona 3 (89),0,election_day,089 ADVENTURE LIFE REFORMED CHURCH,"1700 8TH STREET SW, ALTOONA, IA 50009",0,ORR,10/9/2020,0,1700 8TH STREET SW,ALTOONA,IA,50009,ReligiousBuilding,0,1,Religious,41.643546,-93.4844582
1097,1097,11/3/2020,IA,Polk,Polk,county,ALT 4,Altoona 4 (90),0,election_day,090 SS JOHN & PAUL CATHOLIC FD CENTER,"1401 1ST AVENUE S., ALTOONA, IA 50009",0,ORR,10/9/2020,0,1401 1ST AVENUE S.,ALTOONA,IA,50009,ReligiousBuilding,0,1,Religious,41.6389008,-93.4639262
1098,1098,11/3/2020,IA,Polk,Polk,county,ALT 5,Altoona 5 (91),0,election_day,091 ALTOONA CHRISTIAN CHURCH,"2890 1ST AVENUE S., ALTOONA, IA 50009",0,ORR,10/9/2020,0,2890 1ST AVENUE S.,ALTOONA,IA,50009,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.6251683,-93.4654843
1099,1099,11/3/2020,IA,Polk,Polk,county,ANK 01,Ankeny 01 (92),0,election_day,092 ANKENY FIRST UNITED METHODIST CHURCH,"710 NE 36TH ST., ANKENY, IA 50023",0,ORR,10/9/2020,0,710 NE 36TH ST.,ANKENY,IA,50023,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.73147811,-93.63100295
1100,1100,11/3/2020,IA,Polk,Polk,county,ANK 02,Ankeny 02 (93),0,election_day,093 LAKESIDE CENTER,"400 NW LAKESHORE DR., ANKENY, IA 50023",0,ORR,10/9/2020,0,400 NW LAKESHORE DR.,ANKENY,IA,50023,NonReligious,1,0,NonReligious,41.7349737,-93.6070037
1101,1101,11/3/2020,IA,Polk,Polk,county,ANK 03,Ankeny 03 (94),0,election_day,094 OUR LADYS IMMACULATE HEART CHURCH,"510 E. 1ST ST., ANKENY, IA 50021",0,ORR,10/9/2020,0,510 E. 1ST ST.,ANKENY,IA,50021,ReligiousBuilding,0,1,Religious,41.7323514,-93.5929328
