,Precinct Name,Registered Voters,Trump Election Day,Trump Absentee,Trump Total,Biden Election Day,Biden Absentee,Biden Total,Rocky Election Day,Rocky Absentee,Rocky Total,Don Election Day,Don Absentee,Don Total,Ricki Election Day,Ricki Absentee,Ricki Total,Howie Election Day,Howie Absentee,Howie Total,Jo Election Day,Jo Absentee,Jo Total,Brock Election Day,Brock Absentee,Brock Total,Kayne Election Day,Kayne Absentee,Kayne Total,Write-in Election Day,Write-in Absentee,Write-in Total,Total Votes,Precinct
955,EG #4 Precinct,490,136,79,215,50,77,127,1,0,1,0,1,1,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,2,0,2,350,Wright EG #4 Precinct
956,Rural Eagle Grove Precinct,530,192,130,322,29,70,99,0,1,1,0,0,0,0,0,0,1,0,1,3,1,4,0,0,0,0,0,0,2,1,3,430,Wright Rural Eagle Grove Precinct
957,Goldfield Precinct,572,225,125,350,44,58,102,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,456,Wright Goldfield Precinct
958,Adams 1,511,129,111,240,33,79,112,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15,0,0,0,0,1,1,1,0,1,369,Adams Adams 1
959,Adams 2,612,139,160,299,45,86,131,0,1,1,0,2,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,435,Adams Adams 2
960,Adams 3,589,164,153,317,30,115,145,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,2,2,467,Adams Adams 3
961,Adams 4,572,128,198,326,17,98,115,0,1,1,0,1,1,0,0,0,1,0,1,2,1,3,0,0,0,1,0,1,0,0,0,448,Adams Adams 4
962,Adams 5,572,192,156,348,28,59,87,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,1,1,2,441,Adams Adams 5
963,Centerville W1,0,285,311,596,58,263,321,0,0,0,0,0,0,2,1,3,0,1,1,7,3,10,0,0,0,0,1,1,0,3,3,935,Appanoose Centerville W1
964,Centerville W2,0,272,222,494,74,205,279,0,0,0,3,0,3,0,0,0,1,2,3,6,8,14,0,1,1,0,0,0,0,0,0,794,Appanoose Centerville W2
965,Centerville W3,0,287,190,477,75,175,250,2,0,2,0,0,0,0,0,0,1,0,1,9,3,12,2,0,2,1,1,2,3,0,3,749,Appanoose Centerville W3
966,Franklin-Pleasant,0,216,106,322,41,79,120,0,0,0,1,0,1,0,0,0,1,0,1,2,3,5,0,0,0,0,1,1,0,0,0,450,Appanoose Franklin-Pleasant
967,Caldwell,0,130,58,188,31,40,71,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,261,Appanoose Caldwell
968,Taylor-Chariton,0,294,149,443,63,107,170,0,0,0,0,1,1,0,0,0,0,0,0,3,5,8,0,0,0,1,1,2,0,1,1,625,Appanoose Taylor-Chariton
969,Washington-Wells,0,290,96,386,48,55,103,0,0,0,0,0,0,1,0,1,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,495,Appanoose Washington-Wells
970,Walnut,0,224,106,330,36,85,121,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,1,1,457,Appanoose Walnut
971,Bellair-Lincoln,0,181,107,288,30,71,101,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,1,0,1,0,0,0,0,1,1,395,Appanoose Bellair-Lincoln
972,Johns-Independence,0,141,102,243,29,72,101,0,0,0,0,0,0,1,0,1,0,0,0,2,2,4,0,0,0,0,0,0,0,1,1,350,Appanoose Johns-Independence
973,Union-Udell,0,172,100,272,30,69,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,Appanoose Union-Udell
974,Vermillion-Douglas-Sharon,0,197,276,473,28,127,155,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,0,0,0,0,0,0,0,0,0,634,Appanoose Vermillion-Douglas-Sharon
975,Belle Plaine 1,615,203,68,271,66,121,187,0,0,0,0,1,1,0,0,0,0,1,1,4,0,4,0,0,0,0,0,0,0,2,2,466,Benton Belle Plaine 1
976,Belle Plaine 2,537,190,56,246,52,71,123,0,0,0,1,0,1,0,0,0,1,0,1,3,3,6,0,0,0,1,0,1,0,0,0,378,Benton Belle Plaine 2
977,Belle Plaine 3,472,138,41,179,58,76,134,0,0,0,1,0,1,0,0,0,1,0,1,3,1,4,0,0,0,0,0,0,1,0,1,320,Benton Belle Plaine 3
978,Benton-Canton-Shellsburg,2004,654,367,1021,184,392,576,1,3,4,0,2,2,0,0,0,1,2,3,14,6,20,0,0,0,1,2,3,1,1,2,1631,Benton Benton-Canton-Shellsburg
979,Big Grove-Union-Van Horne,842,334,121,455,124,106,230,0,1,1,0,2,2,0,0,0,0,1,1,8,2,10,0,0,0,0,0,0,1,0,1,700,Benton Big Grove-Union-Van Horne
980,Bruce-Cedar-Mt Auburn,617,258,128,386,40,81,121,0,0,0,0,0,0,0,0,0,1,0,1,2,4,6,0,0,0,0,0,0,0,0,0,514,Benton Bruce-Cedar-Mt Auburn
981,Eden-Harrison-Taylor,1104,273,384,657,44,229,273,0,0,0,2,0,2,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,1,1,2,945,Benton Eden-Harrison-Taylor
982,Eldorado-Newhall,828,285,117,402,122,131,253,0,1,1,1,1,2,0,0,0,0,1,1,7,6,13,1,0,1,0,0,0,2,0,2,675,Benton Eldorado-Newhall
983,Florence-St Clair-Norway,1033,368,176,544,117,176,293,1,0,1,0,0,0,0,0,0,1,0,1,7,3,10,0,0,0,0,0,0,0,0,0,849,Benton Florence-St Clair-Norway
984,Fremont-Atkins,1940,705,323,1028,267,351,618,1,0,1,0,0,0,0,0,0,1,2,3,15,10,25,1,0,1,1,1,2,2,0,2,1680,Benton Fremont-Atkins
985,Homer-Monroe-Jackson-Garrison,709,289,124,413,76,87,163,0,0,0,1,2,3,0,0,0,1,1,2,2,1,3,0,0,0,1,0,1,1,0,1,586,Benton Homer-Monroe-Jackson-Garrison
986,Iowa-Leroy-Luzerne-Blairstown,1087,424,186,610,118,144,262,0,1,1,1,0,1,0,0,0,3,0,3,10,0,10,0,0,0,2,0,2,0,0,0,889,Benton Iowa-Leroy-Luzerne-Blairstown
987,Kane-Keystone,582,239,89,328,57,73,130,0,0,0,1,0,1,0,0,0,0,0,0,4,4,8,1,0,1,1,0,1,0,0,0,469,Benton Kane-Keystone
988,Polk-Urbana,1660,646,211,857,186,315,501,0,1,1,1,1,2,0,1,1,0,1,1,8,7,15,0,0,0,2,4,6,2,1,3,1387,Benton Polk-Urbana
989,Vinton 1,864,188,188,376,73,223,296,0,1,1,0,0,0,0,0,0,1,1,2,6,2,8,0,0,0,1,0,1,0,0,0,684,Benton Vinton 1
990,Vinton 2,761,176,132,308,62,144,206,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,0,0,0,1,0,1,2,0,2,522,Benton Vinton 2
991,Vinton 3,873,236,156,392,77,201,278,0,1,1,0,0,0,1,0,1,0,1,1,8,7,15,0,0,0,1,0,1,1,0,1,690,Benton Vinton 3
992,Vinton 4,803,193,203,396,77,184,261,0,0,0,2,0,2,0,1,1,2,1,3,2,2,4,0,0,0,0,0,0,1,0,1,668,Benton Vinton 4
993,Walford,715,267,52,319,142,113,255,0,1,1,1,0,1,0,0,0,2,1,3,8,2,10,0,0,0,0,0,0,0,0,0,589,Benton Walford
994,Boone 1st Ward- BN1,1723,363,340,703,127,466,593,1,1,2,1,0,1,3,1,4,0,0,0,17,11,28,0,2,2,0,3,3,0,1,1,1337,Boone Boone 1st Ward- BN1
995,Boone 2nd Ward- BN2,1932,305,491,796,139,545,684,0,1,1,0,2,2,0,0,0,3,1,4,3,6,9,0,0,0,3,0,3,1,0,1,1500,Boone Boone 2nd Ward- BN2
996,Boone 3rd Ward- BN3,1738,275,368,643,141,579,720,0,0,0,1,1,2,0,0,0,1,0,1,5,7,12,1,1,2,4,3,7,1,3,4,1391,Boone Boone 3rd Ward- BN3
997,Boone 4th Ward/Des Monies,2292,421,588,1009,127,600,727,0,1,1,0,3,3,0,0,0,3,3,6,13,13,26,1,0,1,1,4,5,3,3,6,1784,Boone Boone 4th Ward/Des Monies
998,Boone 5th Ward- BN5,1715,282,459,741,65,489,554,1,2,3,1,0,1,0,1,1,1,2,3,7,15,22,0,0,0,1,2,3,1,1,2,1330,Boone Boone 5th Ward- BN5
999,Madrid 1st Ward- MD1,667,226,60,286,78,156,234,0,1,1,0,1,1,0,0,0,0,1,1,3,0,3,0,0,0,0,0,0,1,0,1,527,Boone Madrid 1st Ward- MD1
1000,Madrid 2nd Ward- MD2,684,260,71,331,99,111,210,0,0,0,0,1,1,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,549,Boone Madrid 2nd Ward- MD2
1001,Madrid 3rd Ward- MD3,569,180,85,265,61,129,190,0,0,0,0,0,0,0,0,0,1,0,1,6,3,9,0,0,0,2,1,3,2,0,2,470,Boone Madrid 3rd Ward- MD3
1002,Ogden- OG,1397,398,289,687,121,294,415,1,1,2,1,0,1,0,1,1,0,0,0,11,2,13,0,0,0,2,0,2,2,1,3,1124,Boone Ogden- OG
1003,Rural Precinct 1- RP1,867,188,222,410,52,274,326,0,0,0,1,2,3,0,0,0,2,0,2,3,6,9,0,0,0,0,0,0,1,1,2,752,Boone Rural Precinct 1- RP1
1004,Rural Precinct 2- RP2,1356,335,346,681,103,367,470,0,0,0,0,1,1,0,0,0,0,0,0,9,4,13,0,2,2,2,3,5,1,4,5,1177,Boone Rural Precinct 2- RP2
1005,Rural Precinct 3- RP3,579,217,115,332,49,108,157,0,1,1,1,0,1,0,0,0,0,0,0,11,1,12,0,0,0,0,0,0,1,1,2,505,Boone Rural Precinct 3- RP3
1006,Rural Precinct 4- RP4,1511,448,384,832,63,372,435,0,0,0,0,1,1,0,0,0,0,4,4,9,7,16,1,0,1,0,1,1,0,3,3,1293,Boone Rural Precinct 4- RP4
1007,Rural Precinct 5- RP5,540,171,99,270,42,106,148,1,0,1,0,0,0,0,1,1,0,1,1,5,2,7,1,0,1,0,1,1,0,1,1,431,Boone Rural Precinct 5- RP5
1008,Rural Precinct 6- RP6,1318,282,427,709,54,386,440,2,1,3,0,1,1,0,0,0,0,1,1,5,7,12,1,1,2,0,1,1,0,1,1,1170,Boone Rural Precinct 6- RP6
1009,Jesup,1534,530,247,777,155,320,475,0,0,0,2,2,4,0,0,0,0,0,0,13,3,16,0,0,0,0,1,1,1,0,1,1274,Buchanan Jesup
1010,Brandon,538,163,112,275,45,107,152,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,0,2,2,0,0,0,434,Buchanan Brandon
1011,Fairbank,841,257,130,387,83,137,220,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,1,2,612,Buchanan Fairbank
1012,Perry-Westburg,842,282,183,465,67,157,224,0,0,0,0,0,0,1,0,1,0,1,1,4,3,7,0,0,0,0,0,0,0,0,0,698,Buchanan Perry-Westburg
1013,Independence 1st Ward,1519,317,414,731,95,436,531,0,0,0,1,0,1,0,1,1,1,1,2,7,2,9,0,0,0,0,1,1,0,1,1,1277,Buchanan Independence 1st Ward
1014,Independence 2nd Ward,825,188,161,349,76,234,310,2,1,3,0,0,0,0,0,0,0,2,2,4,3,7,0,0,0,0,0,0,0,0,0,671,Buchanan Independence 2nd Ward
1015,Independence 3rd Ward,1359,322,336,658,105,371,476,1,0,1,0,3,3,0,0,0,1,1,2,4,7,11,0,0,0,1,1,2,1,1,2,1155,Buchanan Independence 3rd Ward
1016,Independence 4th Ward,669,166,101,267,72,180,252,1,1,2,1,0,1,1,0,1,3,0,3,6,1,7,0,0,0,2,1,3,1,0,1,537,Buchanan Independence 4th Ward
1017,Independence 5th Ward,722,186,117,303,68,185,253,0,0,0,0,1,1,0,0,0,1,2,3,6,1,7,0,0,0,1,0,1,0,0,0,568,Buchanan Independence 5th Ward
1018,Hazleton,767,204,129,333,51,135,186,0,1,1,1,0,1,0,0,0,0,0,0,5,2,7,0,0,0,0,2,2,0,1,1,531,Buchanan Hazleton
1019,Rowley,720,286,108,394,79,143,222,0,1,1,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,1,1,2,0,0,0,623,Buchanan Rowley
1020,Winthrop,945,314,145,459,116,175,291,2,1,3,1,4,5,0,0,0,1,2,3,0,0,0,0,0,0,5,0,5,0,0,0,766,Buchanan Winthrop
1021,Aurora,716,244,125,369,59,137,196,1,1,2,1,0,1,0,1,1,0,1,1,1,3,4,0,0,0,1,0,1,0,0,0,575,Buchanan Aurora
1022,Middlefield-Newton,418,151,71,222,43,85,128,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,353,Buchanan Middlefield-Newton
1023,Quasqueton,822,297,134,431,93,160,253,0,1,1,0,2,2,0,0,0,2,0,2,5,2,7,0,0,0,2,0,2,2,0,2,700,Buchanan Quasqueton
1024,1-GR,0,363,307,670,127,258,385,0,0,0,1,0,1,0,0,0,3,3,6,5,6,11,2,0,2,0,1,1,3,1,4,1080,Butler 1-GR
1025,2-CL,0,498,376,874,119,322,441,0,0,0,0,0,0,0,0,0,1,1,2,9,3,12,0,0,0,0,0,0,2,0,2,1331,Butler 2-CL
1026,3-DU,0,332,261,593,46,115,161,0,0,0,0,1,1,1,0,1,0,0,0,0,2,2,1,0,1,1,0,1,0,0,0,760,Butler 3-DU
1027,4-AL,0,190,368,558,36,152,188,0,0,0,0,1,1,0,0,0,0,1,1,5,3,8,0,1,1,1,6,7,0,0,0,764,Butler 4-AL
1028,5-AP,0,408,328,736,61,147,208,0,1,1,0,0,0,0,0,0,1,0,1,5,4,9,1,1,2,1,0,1,3,1,4,962,Butler 5-AP
1029,6-SR,0,470,325,795,125,333,458,1,1,2,2,1,3,1,0,1,2,0,2,8,3,11,0,1,1,2,1,3,1,2,3,1279,Butler 6-SR
1030,7-PB,0,590,335,925,123,259,382,1,0,1,1,1,2,0,0,0,0,1,1,8,5,13,0,0,0,0,0,0,0,0,0,1324,Butler 7-PB
1031,8-NH,0,254,137,391,91,110,201,0,0,0,0,0,0,0,1,1,0,1,1,1,1,2,0,1,1,0,0,0,1,0,1,598,Butler 8-NH
1032,Arcadia Precinct,514,221,97,318,37,48,85,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,406,Carroll Arcadia Precinct
1033,Carroll Ward One,1857,420,566,986,93,361,454,0,1,1,1,1,2,0,0,0,1,0,1,3,5,8,0,0,0,1,3,4,0,2,2,1458,Carroll Carroll Ward One
1034,Carroll Ward Two - N1/2 Maple River,2131,458,570,1028,117,470,587,0,2,2,1,1,2,0,1,1,1,2,3,5,3,8,0,0,0,1,3,4,2,2,4,1639,Carroll Carroll Ward Two - N1/2 Maple River
1035,Carroll Ward Three - S1/2 Maple River,1865,299,557,856,84,387,471,0,1,1,0,1,1,0,1,1,2,1,3,5,3,8,0,0,0,1,2,3,2,3,5,1349,Carroll Carroll Ward Three - S1/2 Maple River
1036,Carroll Ward Four,1734,266,409,675,71,406,477,1,0,1,0,2,2,0,0,0,0,0,0,6,2,8,0,0,0,1,0,1,1,2,3,1167,Carroll Carroll Ward Four
1037,Eden Precinct,422,180,96,276,23,59,82,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,Carroll Eden Precinct
1038,Ewoldt Precinct,1252,391,298,689,88,197,285,0,1,1,0,0,0,0,0,0,0,0,0,5,2,7,0,0,0,1,0,1,3,1,4,987,Carroll Ewoldt Precinct
1039,Glidden-Richland Precinct,1140,413,220,633,69,172,241,0,0,0,0,0,0,0,0,0,0,2,2,1,4,5,0,0,0,1,0,1,1,0,1,883,Carroll Glidden-Richland Precinct
1040,Pleasant Valley-Newton Precinct,548,226,150,376,29,57,86,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,2,467,Carroll Pleasant Valley-Newton Precinct
1041,Sheridan-Grant-Jasper Precinct,861,261,205,466,47,144,191,0,0,0,0,0,0,0,0,0,2,1,3,2,1,3,0,0,0,0,0,0,2,1,3,666,Carroll Sheridan-Grant-Jasper Precinct
1042,Union Precinct,1026,377,165,542,69,171,240,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,0,0,0,0,0,0,1,0,1,792,Carroll Union Precinct
1043,Washington - Roselle Precinct,645,241,153,394,31,92,123,1,0,1,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,1,0,1,524,Carroll Washington - Roselle Precinct
1044,Wheatland - Kniest Precinct,795,326,172,498,42,90,132,0,1,1,0,0,0,0,0,0,1,0,1,1,2,3,0,0,0,1,0,1,2,0,2,638,Carroll Wheatland - Kniest Precinct
1045,CASS/CENTER/IOWA/ROCHESTER,0,337,581,918,50,432,482,0,1,1,1,4,5,0,1,1,2,0,2,6,4,10,0,0,0,0,1,1,0,1,1,1421,Cedar CASS/CENTER/IOWA/ROCHESTER
1046,DAYTON/FAIRFIELD,0,316,226,542,72,189,261,1,0,1,0,0,0,0,0,0,3,1,4,7,3,10,0,0,0,2,0,2,0,1,1,821,Cedar DAYTON/FAIRFIELD
1047,FARMINGTON/SUGAR CREEK,0,645,364,1009,183,316,499,1,0,1,1,1,2,0,0,0,4,2,6,16,8,24,0,0,0,1,0,1,1,0,1,1543,Cedar FARMINGTON/SUGAR CREEK
1048,FREMONT/RED OAK,0,221,140,361,81,121,202,0,0,0,0,0,0,0,0,0,2,0,2,6,2,8,0,0,0,0,0,0,0,1,1,574,Cedar FREMONT/RED OAK
1049,GOWER/SPRINGDALE,0,197,165,362,105,321,426,0,0,0,1,1,2,0,0,0,2,1,3,6,7,13,0,0,0,0,0,0,1,1,2,808,Cedar GOWER/SPRINGDALE
1050,INLAND,0,212,94,306,34,59,93,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,1,1,404,Cedar INLAND
1051,LINN/PIONEER,0,427,262,689,142,286,428,0,0,0,0,1,1,0,0,0,0,0,0,9,6,15,1,0,1,0,0,0,0,3,3,1137,Cedar LINN/PIONEER
1052,MASSILLON/SPRINGFIELD,0,361,202,563,92,177,269,0,0,0,1,0,1,0,0,0,0,1,1,2,1,3,0,0,0,0,1,1,1,3,4,842,Cedar MASSILLON/SPRINGFIELD
1053,TIPTON 1,0,114,150,264,44,196,240,1,0,1,0,0,0,0,0,0,0,1,1,6,4,10,0,0,0,0,1,1,1,2,3,520,Cedar TIPTON 1
1054,TIPTON 2,0,145,162,307,56,236,292,1,0,1,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,1,1,2,0,1,1,606,Cedar TIPTON 2
1055,TIPTON 3,0,108,190,298,37,238,275,0,0,0,0,0,0,0,0,0,0,1,1,1,5,6,0,0,0,0,0,0,0,1,1,581,Cedar TIPTON 3
1056,WEST BRANCH 1,0,357,185,542,260,610,870,0,1,1,2,1,3,0,2,2,1,1,2,14,4,18,0,0,0,1,3,4,2,2,4,1446,Cedar WEST BRANCH 1
1057,1 - Aurelia,1240,390,304,694,104,195,299,0,0,0,1,0,1,0,0,0,0,1,1,4,2,6,0,1,1,2,0,2,1,2,3,1007,Cherokee 1 - Aurelia
1058,2 - Cleghorn,1671,484,503,987,74,278,352,1,1,2,0,3,3,0,0,0,0,0,0,4,5,9,0,0,0,1,1,2,1,3,4,1359,Cherokee 2 - Cleghorn
1059,3 - Quimby,1018,321,294,615,44,142,186,1,0,1,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,2,2,0,0,0,808,Cherokee 3 - Quimby
1060,4 - Cherokee,937,264,327,591,30,140,170,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,766,Cherokee 4 - Cherokee
1061,5 - Cherokee Ward 1,1247,215,372,587,56,274,330,0,0,0,0,1,1,0,0,0,0,1,1,8,3,11,0,0,0,0,0,0,1,3,4,934,Cherokee 5 - Cherokee Ward 1
1062,6 - Cherokee Ward 2,1033,192,287,479,53,195,248,1,2,3,0,0,0,0,0,0,0,1,1,4,5,9,0,0,0,2,0,2,1,0,1,743,Cherokee 6 - Cherokee Ward 2
1063,7 - Cherokee Ward 3,1228,193,349,542,45,306,351,0,0,0,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,3,901,Cherokee 7 - Cherokee Ward 3
1064,MIDDLE PRECINCT,808,265,256,521,35,124,159,0,0,0,0,1,1,0,1,1,0,0,0,6,2,8,0,0,0,1,2,3,0,0,0,693,Clarke MIDDLE PRECINCT
1065,MURRAY PRECINCT,869,361,155,516,64,118,182,1,0,1,0,1,1,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,1,0,1,704,Clarke MURRAY PRECINCT
1066,NORTHEAST PRECINCT,1109,339,340,679,50,216,266,0,0,0,0,0,0,0,0,0,1,1,2,5,0,5,0,0,0,0,0,0,1,2,3,955,Clarke NORTHEAST PRECINCT
1067,Osceola 1st Ward,919,196,203,399,42,207,249,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,1,1,2,0,1,1,658,Clarke Osceola 1st Ward
1068,Osceola 2nd Ward,828,184,162,346,49,198,247,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,1,1,598,Clarke Osceola 2nd Ward
1069,Osceola 3rd Ward,956,236,213,449,69,208,277,0,0,0,0,0,0,0,0,0,1,0,1,4,2,6,1,0,1,1,0,1,0,2,2,737,Clarke Osceola 3rd Ward
1070,WOODBURN PRECINCT,407,153,81,234,27,59,86,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,1,1,0,1,325,Clarke WOODBURN PRECINCT
1071,BOARDMAN-HIGHLAND,1339,317,265,582,105,422,527,0,0,0,0,3,3,1,0,1,0,0,0,6,5,11,1,0,1,1,0,1,0,0,0,1126,Clayton BOARDMAN-HIGHLAND
1072,BUENA VISTA,208,67,33,100,27,49,76,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,180,Clayton BUENA VISTA
1073,CASS,1017,422,154,576,85,206,291,0,1,1,0,2,2,0,0,0,0,1,1,5,2,7,0,0,0,2,0,2,1,1,2,882,Clayton CASS
1074,CLAYTON-GARNAVILLO,867,313,181,494,63,148,211,0,0,0,0,0,0,0,0,0,1,0,1,3,3,6,0,0,0,0,0,0,0,3,3,715,Clayton CLAYTON-GARNAVILLO
1075,COX CREEK-SPERRY,561,222,106,328,37,114,151,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,0,0,0,1,1,2,0,0,0,488,Clayton COX CREEK-SPERRY
1076,ELK-MALLORY-VOLGA,698,300,141,441,35,116,151,0,1,1,0,0,0,0,1,1,0,0,0,3,0,3,0,0,0,0,0,0,1,0,1,598,Clayton ELK-MALLORY-VOLGA
1077,FARMERSBURG-WAGNER,636,211,141,352,65,111,176,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,2,2,535,Clayton FARMERSBURG-WAGNER
1078,GIARD-LUANA-MONONA,1707,640,300,940,140,252,392,0,0,0,1,0,1,0,0,0,1,3,4,7,3,10,0,0,0,2,1,3,1,1,2,1352,Clayton GIARD-LUANA-MONONA
1079,GRAND MEADOW,281,63,73,136,24,58,82,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,221,Clayton GRAND MEADOW
1080,JEFFERSON-MILLVILLE,2248,630,454,1084,184,486,670,1,0,1,1,2,3,1,1,2,3,6,9,11,4,15,0,0,0,2,0,2,0,0,0,1786,Clayton JEFFERSON-MILLVILLE
1081,LODOMILLO,433,168,91,259,21,65,86,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,1,2,0,1,1,351,Clayton LODOMILLO
1082,MARION,213,72,64,136,10,33,43,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,1,1,183,Clayton MARION
1083,MENDON,1268,373,207,580,141,292,433,0,0,0,0,0,0,0,1,1,0,2,2,4,3,7,0,0,0,1,1,2,0,1,1,1026,Clayton MENDON
1084,READ,185,47,51,98,8,43,51,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,151,Clayton READ
1085,Charter Oak,658,255,146,401,41,75,116,0,1,1,0,0,0,0,0,0,0,1,1,2,1,3,0,0,0,1,0,1,0,0,0,523,Crawford Charter Oak
1086,DCAB,1018,324,232,556,84,115,199,0,0,0,0,0,0,1,1,2,1,0,1,2,2,4,0,0,0,1,1,2,0,2,2,766,Crawford DCAB
1087,Denison 1st Ward,1363,164,316,480,82,321,403,0,0,0,0,1,1,0,1,1,0,2,2,1,1,2,0,0,0,1,1,2,1,0,1,892,Crawford Denison 1st Ward
1088,Denison 2nd Ward and Denison TWP,1573,198,359,557,98,323,421,0,0,0,0,1,1,0,0,0,0,2,2,2,6,8,0,0,0,0,0,0,0,0,0,989,Crawford Denison 2nd Ward and Denison TWP
1089,Denison 3rd Ward and Goodrich TWP,1732,239,517,756,97,311,408,0,0,0,0,0,0,0,0,0,0,2,2,4,2,6,0,0,0,0,2,2,0,2,2,1176,Crawford Denison 3rd Ward and Goodrich TWP
1090,Northeast,1110,370,282,652,63,147,210,1,0,1,0,1,1,0,0,0,0,0,0,5,0,5,1,0,1,0,1,1,1,0,1,872,Crawford Northeast
1091,Southeast,1362,416,353,769,75,192,267,0,0,0,0,2,2,0,1,1,0,0,0,7,4,11,0,0,0,0,0,0,0,1,1,1051,Crawford Southeast
1092,SRK,1179,411,272,683,60,136,196,0,0,0,0,1,1,0,0,0,0,0,0,1,2,3,0,0,0,0,1,1,0,1,1,885,Crawford SRK
1093,Bloomfield,1899,461,459,920,109,360,469,0,1,1,0,2,2,0,3,3,0,1,1,7,4,11,0,0,0,0,2,2,1,0,1,1410,Davis Bloomfield
1094,Central,832,207,296,503,36,122,158,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,1,0,1,666,Davis Central
1095,Northeast,810,333,184,517,30,93,123,0,0,0,0,0,0,0,0,0,2,1,3,6,2,8,0,0,0,0,0,0,0,0,0,651,Davis Northeast
1096,Northwest,695,222,198,420,24,91,115,1,0,1,1,0,1,0,0,0,0,1,1,1,1,2,1,0,1,3,0,3,0,1,1,545,Davis Northwest
1097,Southeast,680,306,147,453,24,65,89,0,0,0,1,0,1,0,1,1,0,0,0,4,1,5,0,0,0,1,0,1,0,0,0,550,Davis Southeast
1098,Southwest,334,131,88,219,14,45,59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,280,Davis Southwest
1099,Adams/Hazel Green,741,281,115,396,63,140,203,0,0,0,0,1,1,1,0,1,1,0,1,2,2,4,1,0,1,0,0,0,0,1,1,608,Delaware Adams/Hazel Green
1100,Colony,509,234,87,321,54,51,105,0,0,0,1,0,1,0,0,0,0,1,1,4,0,4,0,0,0,0,0,0,0,0,0,432,Delaware Colony
1101,Delaware,791,258,220,478,62,126,188,0,0,0,0,0,0,0,1,1,0,1,1,2,1,3,1,0,1,1,0,1,0,0,0,673,Delaware Delaware
1102,Delhi/Delaware Corp,871,304,180,484,76,100,176,0,0,0,1,2,3,0,0,0,0,2,2,3,0,3,0,0,0,1,2,3,0,0,0,671,Delaware Delhi/Delaware Corp
1103,Honey Creek/Elk,998,412,179,591,83,119,202,1,1,2,0,0,0,0,0,0,0,0,0,4,2,6,2,0,2,1,0,1,0,1,1,805,Delaware Honey Creek/Elk
